Date,Product,Category,Quantity Sold,Unit Price,Revenue,Prescription Required
2023-07-08,Ibuprofen 200mg,Analgesic,16,0.36,5.76,No
2023-07-08,Cetirizine 10mg,Antihistamine,18,0.29,5.22,No
2023-07-08,Amoxicillin 500mg,Antibiotic,32,0.8,25.6,Yes
2023-07-08,Azithromycin 250mg,Antibiotic,13,1.13,14.69,Yes
2023-07-08,Metformin 500mg,Antidiabetic,22,0.66,14.52,Yes
2023-07-08,Amlodipine 5mg,Cardiac,24,0.72,17.28,Yes
2023-07-08,Omeprazole 20mg,Gastro,14,0.6,8.4,No
2023-07-08,Salbutamol Inhaler,Respiratory,28,3.47,97.16,Yes
2023-07-08,Vitamin C 1000mg,Supplement,23,0.41,9.43,No
2023-07-09,Paracetamol 500mg,Analgesic,30,0.26,7.8,No
2023-07-09,Ibuprofen 200mg,Analgesic,18,0.33,5.94,No
2023-07-09,Cetirizine 10mg,Antihistamine,13,0.29,3.77,No
2023-07-09,Amoxicillin 500mg,Antibiotic,20,0.77,15.4,Yes
2023-07-09,Azithromycin 250mg,Antibiotic,30,1.1,33.0,Yes
2023-07-09,Metformin 500mg,Antidiabetic,26,0.65,16.9,Yes
2023-07-09,Amlodipine 5mg,Cardiac,20,0.76,15.2,Yes
2023-07-09,Omeprazole 20mg,Gastro,23,0.58,13.34,No
2023-07-09,Salbutamol Inhaler,Respiratory,19,3.58,68.02,Yes
2023-07-09,Vitamin C 1000mg,Supplement,16,0.4,6.4,No
2023-07-10,Paracetamol 500mg,Analgesic,42,0.24,10.08,No
2023-07-10,Ibuprofen 200mg,Analgesic,38,0.36,13.68,No
2023-07-10,Cetirizine 10mg,Antihistamine,33,0.3,9.9,No
2023-07-10,Amoxicillin 500mg,Antibiotic,36,0.77,27.72,Yes
2023-07-10,Azithromycin 250mg,Antibiotic,19,1.17,22.23,Yes
2023-07-10,Metformin 500mg,Antidiabetic,27,0.62,16.74,Yes
2023-07-10,Amlodipine 5mg,Cardiac,28,0.72,20.16,Yes
2023-07-10,Omeprazole 20mg,Gastro,24,0.56,13.44,No
2023-07-10,Salbutamol Inhaler,Respiratory,28,3.33,93.24,Yes
2023-07-10,Vitamin C 1000mg,Supplement,44,0.41,18.04,No
2023-07-11,Paracetamol 500mg,Analgesic,40,0.26,10.4,No
2023-07-11,Ibuprofen 200mg,Analgesic,30,0.37,11.1,No
2023-07-11,Cetirizine 10mg,Antihistamine,27,0.3,8.1,No
2023-07-11,Amoxicillin 500mg,Antibiotic,32,0.81,25.92,Yes
2023-07-11,Azithromycin 250mg,Antibiotic,37,1.14,42.18,Yes
2023-07-11,Metformin 500mg,Antidiabetic,33,0.63,20.79,Yes
2023-07-11,Amlodipine 5mg,Cardiac,34,0.75,25.5,Yes
2023-07-11,Omeprazole 20mg,Gastro,36,0.52,18.72,No
2023-07-11,Salbutamol Inhaler,Respiratory,34,3.79,128.86,Yes
2023-07-11,Vitamin C 1000mg,Supplement,18,0.4,7.2,No
2023-07-12,Paracetamol 500mg,Analgesic,33,0.25,8.25,No
2023-07-12,Ibuprofen 200mg,Analgesic,27,0.37,9.99,No
2023-07-12,Cetirizine 10mg,Antihistamine,25,0.29,7.25,No
2023-07-12,Amoxicillin 500mg,Antibiotic,12,0.86,10.32,Yes
2023-07-12,Azithromycin 250mg,Antibiotic,21,1.2,25.2,Yes
2023-07-12,Metformin 500mg,Antidiabetic,21,0.63,13.23,Yes
2023-07-12,Amlodipine 5mg,Cardiac,31,0.72,22.32,Yes
2023-07-12,Omeprazole 20mg,Gastro,15,0.54,8.1,No
2023-07-12,Salbutamol Inhaler,Respiratory,43,3.39,145.77,Yes
2023-07-12,Vitamin C 1000mg,Supplement,33,0.39,12.87,No
2023-07-13,Paracetamol 500mg,Analgesic,22,0.25,5.5,No
2023-07-13,Ibuprofen 200mg,Analgesic,23,0.37,8.51,No
2023-07-13,Cetirizine 10mg,Antihistamine,22,0.31,6.82,No
2023-07-13,Amoxicillin 500mg,Antibiotic,28,0.84,23.52,Yes
2023-07-13,Azithromycin 250mg,Antibiotic,33,1.07,35.31,Yes
2023-07-13,Metformin 500mg,Antidiabetic,30,0.62,18.6,Yes
2023-07-13,Amlodipine 5mg,Cardiac,21,0.75,15.75,Yes
2023-07-13,Omeprazole 20mg,Gastro,20,0.58,11.6,No
2023-07-13,Salbutamol Inhaler,Respiratory,30,3.47,104.1,Yes
2023-07-13,Vitamin C 1000mg,Supplement,27,0.4,10.8,No
2023-07-14,Paracetamol 500mg,Analgesic,30,0.25,7.5,No
2023-07-14,Ibuprofen 200mg,Analgesic,33,0.38,12.54,No
2023-07-14,Cetirizine 10mg,Antihistamine,37,0.3,11.1,No
2023-07-14,Amoxicillin 500mg,Antibiotic,37,0.87,32.19,Yes
2023-07-14,Azithromycin 250mg,Antibiotic,15,1.19,17.85,Yes
2023-07-14,Metformin 500mg,Antidiabetic,40,0.63,25.2,Yes
2023-07-14,Amlodipine 5mg,Cardiac,18,0.71,12.78,Yes
2023-07-14,Omeprazole 20mg,Gastro,21,0.6,12.6,No
2023-07-14,Salbutamol Inhaler,Respiratory,39,3.72,145.08,Yes
2023-07-14,Vitamin C 1000mg,Supplement,25,0.44,11.0,No
2023-07-15,Paracetamol 500mg,Analgesic,14,0.25,3.5,No
2023-07-15,Ibuprofen 200mg,Analgesic,21,0.36,7.56,No
2023-07-15,Cetirizine 10mg,Antihistamine,12,0.31,3.72,No
2023-07-15,Amoxicillin 500mg,Antibiotic,18,0.79,14.22,Yes
2023-07-15,Azithromycin 250mg,Antibiotic,24,1.17,28.08,Yes
2023-07-15,Metformin 500mg,Antidiabetic,28,0.63,17.64,Yes
2023-07-15,Amlodipine 5mg,Cardiac,19,0.74,14.06,Yes
2023-07-15,Omeprazole 20mg,Gastro,15,0.54,8.1,No
2023-07-15,Salbutamol Inhaler,Respiratory,19,3.64,69.16,Yes
2023-07-15,Vitamin C 1000mg,Supplement,35,0.41,14.35,No
2023-07-16,Paracetamol 500mg,Analgesic,22,0.27,5.94,No
2023-07-16,Ibuprofen 200mg,Analgesic,29,0.37,10.73,No
2023-07-16,Cetirizine 10mg,Antihistamine,21,0.3,6.3,No
2023-07-16,Amoxicillin 500mg,Antibiotic,14,0.79,11.06,Yes
2023-07-16,Azithromycin 250mg,Antibiotic,30,1.09,32.7,Yes
2023-07-16,Metformin 500mg,Antidiabetic,14,0.63,8.82,Yes
2023-07-16,Amlodipine 5mg,Cardiac,17,0.72,12.24,Yes
2023-07-16,Omeprazole 20mg,Gastro,11,0.54,5.94,No
2023-07-16,Salbutamol Inhaler,Respiratory,22,3.49,76.78,Yes
2023-07-16,Vitamin C 1000mg,Supplement,14,0.42,5.88,No
2023-07-17,Paracetamol 500mg,Analgesic,29,0.25,7.25,No
2023-07-17,Ibuprofen 200mg,Analgesic,37,0.36,13.32,No
2023-07-17,Cetirizine 10mg,Antihistamine,30,0.29,8.7,No
2023-07-17,Amoxicillin 500mg,Antibiotic,24,0.87,20.88,Yes
2023-07-17,Azithromycin 250mg,Antibiotic,13,1.1,14.3,Yes
2023-07-17,Metformin 500mg,Antidiabetic,41,0.6,24.6,Yes
2023-07-17,Amlodipine 5mg,Cardiac,20,0.68,13.6,Yes
2023-07-17,Omeprazole 20mg,Gastro,23,0.53,12.19,No
2023-07-17,Salbutamol Inhaler,Respiratory,23,3.69,84.87,Yes
2023-07-17,Vitamin C 1000mg,Supplement,11,0.42,4.62,No
2023-07-18,Paracetamol 500mg,Analgesic,21,0.26,5.46,No
2023-07-18,Ibuprofen 200mg,Analgesic,22,0.36,7.92,No
2023-07-18,Cetirizine 10mg,Antihistamine,22,0.32,7.04,No
2023-07-18,Amoxicillin 500mg,Antibiotic,19,0.77,14.63,Yes
2023-07-18,Azithromycin 250mg,Antibiotic,31,1.15,35.65,Yes
2023-07-18,Metformin 500mg,Antidiabetic,31,0.61,18.91,Yes
2023-07-18,Amlodipine 5mg,Cardiac,22,0.69,15.18,Yes
2023-07-18,Omeprazole 20mg,Gastro,17,0.54,9.18,No
2023-07-18,Salbutamol Inhaler,Respiratory,16,3.58,57.28,Yes
2023-07-18,Vitamin C 1000mg,Supplement,27,0.41,11.07,No
2023-07-19,Paracetamol 500mg,Analgesic,24,0.27,6.48,No
2023-07-19,Ibuprofen 200mg,Analgesic,39,0.37,14.43,No
2023-07-19,Cetirizine 10mg,Antihistamine,27,0.3,8.1,No
2023-07-19,Amoxicillin 500mg,Antibiotic,28,0.76,21.28,Yes
2023-07-19,Azithromycin 250mg,Antibiotic,15,1.05,15.75,Yes
2023-07-19,Metformin 500mg,Antidiabetic,16,0.63,10.08,Yes
2023-07-19,Amlodipine 5mg,Cardiac,21,0.68,14.28,Yes
2023-07-19,Omeprazole 20mg,Gastro,19,0.59,11.21,No
2023-07-19,Salbutamol Inhaler,Respiratory,17,3.49,59.33,Yes
2023-07-19,Vitamin C 1000mg,Supplement,22,0.39,8.58,No
2023-07-20,Paracetamol 500mg,Analgesic,22,0.27,5.94,No
2023-07-20,Ibuprofen 200mg,Analgesic,41,0.38,15.58,No
2023-07-20,Cetirizine 10mg,Antihistamine,38,0.31,11.78,No
2023-07-20,Amoxicillin 500mg,Antibiotic,26,0.86,22.36,Yes
2023-07-20,Azithromycin 250mg,Antibiotic,27,1.14,30.78,Yes
2023-07-20,Metformin 500mg,Antidiabetic,17,0.57,9.69,Yes
2023-07-20,Amlodipine 5mg,Cardiac,30,0.7,21.0,Yes
2023-07-20,Omeprazole 20mg,Gastro,19,0.6,11.4,No
2023-07-20,Salbutamol Inhaler,Respiratory,28,3.51,98.28,Yes
2023-07-20,Vitamin C 1000mg,Supplement,29,0.41,11.89,No
2023-07-21,Paracetamol 500mg,Analgesic,28,0.25,7.0,No
2023-07-21,Ibuprofen 200mg,Analgesic,22,0.38,8.36,No
2023-07-21,Cetirizine 10mg,Antihistamine,37,0.29,10.73,No
2023-07-21,Amoxicillin 500mg,Antibiotic,14,0.85,11.9,Yes
2023-07-21,Azithromycin 250mg,Antibiotic,35,1.11,38.85,Yes
2023-07-21,Metformin 500mg,Antidiabetic,20,0.65,13.0,Yes
2023-07-21,Amlodipine 5mg,Cardiac,18,0.71,12.78,Yes
2023-07-21,Omeprazole 20mg,Gastro,22,0.55,12.1,No
2023-07-21,Salbutamol Inhaler,Respiratory,36,3.51,126.36,Yes
2023-07-21,Vitamin C 1000mg,Supplement,29,0.44,12.76,No
2023-07-22,Paracetamol 500mg,Analgesic,10,0.26,2.6,No
2023-07-22,Ibuprofen 200mg,Analgesic,25,0.38,9.5,No
2023-07-22,Cetirizine 10mg,Antihistamine,18,0.29,5.22,No
2023-07-22,Amoxicillin 500mg,Antibiotic,19,0.86,16.34,Yes
2023-07-22,Azithromycin 250mg,Antibiotic,18,1.09,19.62,Yes
2023-07-22,Metformin 500mg,Antidiabetic,23,0.65,14.95,Yes
2023-07-22,Amlodipine 5mg,Cardiac,14,0.74,10.36,Yes
2023-07-22,Omeprazole 20mg,Gastro,14,0.53,7.42,No
2023-07-22,Salbutamol Inhaler,Respiratory,16,3.73,59.68,Yes
2023-07-22,Vitamin C 1000mg,Supplement,34,0.41,13.94,No
2023-07-23,Paracetamol 500mg,Analgesic,26,0.25,6.5,No
2023-07-23,Ibuprofen 200mg,Analgesic,23,0.36,8.28,No
2023-07-23,Cetirizine 10mg,Antihistamine,19,0.29,5.51,No
2023-07-23,Amoxicillin 500mg,Antibiotic,14,0.88,12.32,Yes
2023-07-23,Azithromycin 250mg,Antibiotic,18,1.08,19.44,Yes
2023-07-23,Metformin 500mg,Antidiabetic,14,0.65,9.1,Yes
2023-07-23,Amlodipine 5mg,Cardiac,34,0.67,22.78,Yes
2023-07-23,Omeprazole 20mg,Gastro,20,0.59,11.8,No
2023-07-23,Salbutamol Inhaler,Respiratory,29,3.49,101.21,Yes
2023-07-23,Vitamin C 1000mg,Supplement,28,0.4,11.2,No
2023-07-24,Paracetamol 500mg,Analgesic,22,0.26,5.72,No
2023-07-24,Ibuprofen 200mg,Analgesic,36,0.35,12.6,No
2023-07-24,Cetirizine 10mg,Antihistamine,10,0.31,3.1,No
2023-07-24,Amoxicillin 500mg,Antibiotic,34,0.77,26.18,Yes
2023-07-24,Azithromycin 250mg,Antibiotic,26,1.14,29.64,Yes
2023-07-24,Metformin 500mg,Antidiabetic,17,0.6,10.2,Yes
2023-07-24,Amlodipine 5mg,Cardiac,37,0.68,25.16,Yes
2023-07-24,Omeprazole 20mg,Gastro,38,0.58,22.04,No
2023-07-24,Salbutamol Inhaler,Respiratory,16,3.72,59.52,Yes
2023-07-24,Vitamin C 1000mg,Supplement,37,0.42,15.54,No
2023-07-25,Paracetamol 500mg,Analgesic,39,0.24,9.36,No
2023-07-25,Ibuprofen 200mg,Analgesic,31,0.34,10.54,No
2023-07-25,Cetirizine 10mg,Antihistamine,21,0.31,6.51,No
2023-07-25,Amoxicillin 500mg,Antibiotic,18,0.84,15.12,Yes
2023-07-25,Azithromycin 250mg,Antibiotic,29,1.16,33.64,Yes
2023-07-25,Metformin 500mg,Antidiabetic,27,0.65,17.55,Yes
2023-07-25,Amlodipine 5mg,Cardiac,22,0.76,16.72,Yes
2023-07-25,Omeprazole 20mg,Gastro,9,0.57,5.13,No
2023-07-25,Salbutamol Inhaler,Respiratory,24,3.68,88.32,Yes
2023-07-25,Vitamin C 1000mg,Supplement,33,0.44,14.52,No
2023-07-26,Paracetamol 500mg,Analgesic,35,0.27,9.45,No
2023-07-26,Ibuprofen 200mg,Analgesic,28,0.35,9.8,No
2023-07-26,Cetirizine 10mg,Antihistamine,31,0.31,9.61,No
2023-07-26,Amoxicillin 500mg,Antibiotic,17,0.76,12.92,Yes
2023-07-26,Azithromycin 250mg,Antibiotic,42,1.06,44.52,Yes
2023-07-26,Metformin 500mg,Antidiabetic,13,0.61,7.93,Yes
2023-07-26,Amlodipine 5mg,Cardiac,43,0.76,32.68,Yes
2023-07-26,Omeprazole 20mg,Gastro,23,0.56,12.88,No
2023-07-26,Salbutamol Inhaler,Respiratory,23,3.48,80.04,Yes
2023-07-26,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-07-27,Paracetamol 500mg,Analgesic,20,0.24,4.8,No
2023-07-27,Ibuprofen 200mg,Analgesic,34,0.36,12.24,No
2023-07-27,Cetirizine 10mg,Antihistamine,39,0.29,11.31,No
2023-07-27,Amoxicillin 500mg,Antibiotic,21,0.86,18.06,Yes
2023-07-27,Azithromycin 250mg,Antibiotic,17,1.11,18.87,Yes
2023-07-27,Metformin 500mg,Antidiabetic,37,0.63,23.31,Yes
2023-07-27,Amlodipine 5mg,Cardiac,39,0.71,27.69,Yes
2023-07-27,Omeprazole 20mg,Gastro,22,0.53,11.66,No
2023-07-27,Salbutamol Inhaler,Respiratory,42,3.46,145.32,Yes
2023-07-27,Vitamin C 1000mg,Supplement,18,0.42,7.56,No
2023-07-28,Paracetamol 500mg,Analgesic,14,0.24,3.36,No
2023-07-28,Ibuprofen 200mg,Analgesic,29,0.36,10.44,No
2023-07-28,Cetirizine 10mg,Antihistamine,32,0.32,10.24,No
2023-07-28,Amoxicillin 500mg,Antibiotic,16,0.87,13.92,Yes
2023-07-28,Azithromycin 250mg,Antibiotic,38,1.12,42.56,Yes
2023-07-28,Metformin 500mg,Antidiabetic,32,0.63,20.16,Yes
2023-07-28,Amlodipine 5mg,Cardiac,25,0.76,19.0,Yes
2023-07-28,Omeprazole 20mg,Gastro,21,0.53,11.13,No
2023-07-28,Salbutamol Inhaler,Respiratory,28,3.81,106.68,Yes
2023-07-28,Vitamin C 1000mg,Supplement,28,0.44,12.32,No
2023-07-29,Paracetamol 500mg,Analgesic,22,0.27,5.94,No
2023-07-29,Ibuprofen 200mg,Analgesic,30,0.37,11.1,No
2023-07-29,Cetirizine 10mg,Antihistamine,33,0.29,9.57,No
2023-07-29,Amoxicillin 500mg,Antibiotic,22,0.87,19.14,Yes
2023-07-29,Azithromycin 250mg,Antibiotic,12,1.11,13.32,Yes
2023-07-29,Metformin 500mg,Antidiabetic,14,0.58,8.12,Yes
2023-07-29,Amlodipine 5mg,Cardiac,13,0.7,9.1,Yes
2023-07-29,Omeprazole 20mg,Gastro,22,0.55,12.1,No
2023-07-29,Salbutamol Inhaler,Respiratory,31,3.68,114.08,Yes
2023-07-29,Vitamin C 1000mg,Supplement,21,0.42,8.82,No
2023-07-30,Paracetamol 500mg,Analgesic,24,0.25,6.0,No
2023-07-30,Ibuprofen 200mg,Analgesic,39,0.36,14.04,No
2023-07-30,Cetirizine 10mg,Antihistamine,11,0.3,3.3,No
2023-07-30,Amoxicillin 500mg,Antibiotic,24,0.84,20.16,Yes
2023-07-30,Azithromycin 250mg,Antibiotic,13,1.08,14.04,Yes
2023-07-30,Metformin 500mg,Antidiabetic,33,0.61,20.13,Yes
2023-07-30,Amlodipine 5mg,Cardiac,34,0.73,24.82,Yes
2023-07-30,Omeprazole 20mg,Gastro,14,0.56,7.84,No
2023-07-30,Salbutamol Inhaler,Respiratory,24,3.54,84.96,Yes
2023-07-30,Vitamin C 1000mg,Supplement,17,0.39,6.63,No
2023-07-31,Paracetamol 500mg,Analgesic,31,0.24,7.44,No
2023-07-31,Ibuprofen 200mg,Analgesic,30,0.34,10.2,No
2023-07-31,Cetirizine 10mg,Antihistamine,36,0.3,10.8,No
2023-07-31,Amoxicillin 500mg,Antibiotic,25,0.85,21.25,Yes
2023-07-31,Azithromycin 250mg,Antibiotic,18,1.07,19.26,Yes
2023-07-31,Metformin 500mg,Antidiabetic,29,0.64,18.56,Yes
2023-07-31,Amlodipine 5mg,Cardiac,21,0.75,15.75,Yes
2023-07-31,Omeprazole 20mg,Gastro,34,0.55,18.7,No
2023-07-31,Salbutamol Inhaler,Respiratory,36,3.63,130.68,Yes
2023-07-31,Vitamin C 1000mg,Supplement,18,0.38,6.84,No
2023-08-01,Paracetamol 500mg,Analgesic,36,0.26,9.36,No
2023-08-01,Ibuprofen 200mg,Analgesic,36,0.38,13.68,No
2023-08-01,Cetirizine 10mg,Antihistamine,24,0.31,7.44,No
2023-08-01,Amoxicillin 500mg,Antibiotic,32,0.87,27.84,Yes
2023-08-01,Azithromycin 250mg,Antibiotic,28,1.11,31.08,Yes
2023-08-01,Metformin 500mg,Antidiabetic,27,0.63,17.01,Yes
2023-08-01,Amlodipine 5mg,Cardiac,16,0.76,12.16,Yes
2023-08-01,Omeprazole 20mg,Gastro,15,0.6,9.0,No
2023-08-01,Salbutamol Inhaler,Respiratory,22,3.76,82.72,Yes
2023-08-01,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-08-02,Paracetamol 500mg,Analgesic,26,0.26,6.76,No
2023-08-02,Ibuprofen 200mg,Analgesic,40,0.37,14.8,No
2023-08-02,Cetirizine 10mg,Antihistamine,26,0.29,7.54,No
2023-08-02,Amoxicillin 500mg,Antibiotic,25,0.79,19.75,Yes
2023-08-02,Azithromycin 250mg,Antibiotic,37,1.08,39.96,Yes
2023-08-02,Metformin 500mg,Antidiabetic,28,0.64,17.92,Yes
2023-08-02,Amlodipine 5mg,Cardiac,34,0.71,24.14,Yes
2023-08-02,Omeprazole 20mg,Gastro,18,0.57,10.26,No
2023-08-02,Salbutamol Inhaler,Respiratory,20,3.57,71.4,Yes
2023-08-02,Vitamin C 1000mg,Supplement,26,0.4,10.4,No
2023-08-03,Paracetamol 500mg,Analgesic,25,0.26,6.5,No
2023-08-03,Ibuprofen 200mg,Analgesic,24,0.37,8.88,No
2023-08-03,Cetirizine 10mg,Antihistamine,21,0.29,6.09,No
2023-08-03,Amoxicillin 500mg,Antibiotic,18,0.85,15.3,Yes
2023-08-03,Azithromycin 250mg,Antibiotic,28,1.08,30.24,Yes
2023-08-03,Metformin 500mg,Antidiabetic,26,0.59,15.34,Yes
2023-08-03,Amlodipine 5mg,Cardiac,14,0.68,9.52,Yes
2023-08-03,Omeprazole 20mg,Gastro,37,0.56,20.72,No
2023-08-03,Salbutamol Inhaler,Respiratory,20,3.4,68.0,Yes
2023-08-03,Vitamin C 1000mg,Supplement,22,0.4,8.8,No
2023-08-04,Paracetamol 500mg,Analgesic,37,0.24,8.88,No
2023-08-04,Ibuprofen 200mg,Analgesic,29,0.37,10.73,No
2023-08-04,Cetirizine 10mg,Antihistamine,36,0.33,11.88,No
2023-08-04,Amoxicillin 500mg,Antibiotic,42,0.8,33.6,Yes
2023-08-04,Azithromycin 250mg,Antibiotic,15,1.12,16.8,Yes
2023-08-04,Metformin 500mg,Antidiabetic,30,0.58,17.4,Yes
2023-08-04,Amlodipine 5mg,Cardiac,24,0.76,18.24,Yes
2023-08-04,Omeprazole 20mg,Gastro,34,0.53,18.02,No
2023-08-04,Salbutamol Inhaler,Respiratory,26,3.71,96.46,Yes
2023-08-04,Vitamin C 1000mg,Supplement,29,0.4,11.6,No
2023-08-05,Paracetamol 500mg,Analgesic,12,0.26,3.12,No
2023-08-05,Ibuprofen 200mg,Analgesic,26,0.33,8.58,No
2023-08-05,Cetirizine 10mg,Antihistamine,18,0.29,5.22,No
2023-08-05,Amoxicillin 500mg,Antibiotic,25,0.82,20.5,Yes
2023-08-05,Azithromycin 250mg,Antibiotic,16,1.08,17.28,Yes
2023-08-05,Metformin 500mg,Antidiabetic,20,0.63,12.6,Yes
2023-08-05,Amlodipine 5mg,Cardiac,27,0.74,19.98,Yes
2023-08-05,Omeprazole 20mg,Gastro,14,0.59,8.26,No
2023-08-05,Salbutamol Inhaler,Respiratory,15,3.6,54.0,Yes
2023-08-05,Vitamin C 1000mg,Supplement,22,0.42,9.24,No
2023-08-06,Paracetamol 500mg,Analgesic,21,0.25,5.25,No
2023-08-06,Ibuprofen 200mg,Analgesic,14,0.34,4.76,No
2023-08-06,Cetirizine 10mg,Antihistamine,32,0.31,9.92,No
2023-08-06,Amoxicillin 500mg,Antibiotic,14,0.76,10.64,Yes
2023-08-06,Azithromycin 250mg,Antibiotic,13,1.19,15.47,Yes
2023-08-06,Metformin 500mg,Antidiabetic,17,0.65,11.05,Yes
2023-08-06,Amlodipine 5mg,Cardiac,29,0.74,21.46,Yes
2023-08-06,Omeprazole 20mg,Gastro,13,0.58,7.54,No
2023-08-06,Salbutamol Inhaler,Respiratory,28,3.78,105.84,Yes
2023-08-06,Vitamin C 1000mg,Supplement,16,0.44,7.04,No
2023-08-07,Paracetamol 500mg,Analgesic,23,0.25,5.75,No
2023-08-07,Ibuprofen 200mg,Analgesic,20,0.36,7.2,No
2023-08-07,Cetirizine 10mg,Antihistamine,30,0.32,9.6,No
2023-08-07,Amoxicillin 500mg,Antibiotic,21,0.78,16.38,Yes
2023-08-07,Azithromycin 250mg,Antibiotic,29,1.14,33.06,Yes
2023-08-07,Metformin 500mg,Antidiabetic,23,0.62,14.26,Yes
2023-08-07,Amlodipine 5mg,Cardiac,21,0.68,14.28,Yes
2023-08-07,Omeprazole 20mg,Gastro,22,0.54,11.88,No
2023-08-07,Salbutamol Inhaler,Respiratory,26,3.62,94.12,Yes
2023-08-07,Vitamin C 1000mg,Supplement,14,0.39,5.46,No
2023-08-08,Paracetamol 500mg,Analgesic,17,0.25,4.25,No
2023-08-08,Ibuprofen 200mg,Analgesic,26,0.35,9.1,No
2023-08-08,Cetirizine 10mg,Antihistamine,19,0.32,6.08,No
2023-08-08,Amoxicillin 500mg,Antibiotic,13,0.86,11.18,Yes
2023-08-08,Azithromycin 250mg,Antibiotic,37,1.18,43.66,Yes
2023-08-08,Metformin 500mg,Antidiabetic,27,0.6,16.2,Yes
2023-08-08,Amlodipine 5mg,Cardiac,15,0.67,10.05,Yes
2023-08-08,Omeprazole 20mg,Gastro,26,0.57,14.82,No
2023-08-08,Salbutamol Inhaler,Respiratory,18,3.61,64.98,Yes
2023-08-08,Vitamin C 1000mg,Supplement,31,0.44,13.64,No
2023-08-09,Paracetamol 500mg,Analgesic,33,0.25,8.25,No
2023-08-09,Ibuprofen 200mg,Analgesic,29,0.34,9.86,No
2023-08-09,Cetirizine 10mg,Antihistamine,19,0.31,5.89,No
2023-08-09,Amoxicillin 500mg,Antibiotic,22,0.8,17.6,Yes
2023-08-09,Azithromycin 250mg,Antibiotic,25,1.07,26.75,Yes
2023-08-09,Metformin 500mg,Antidiabetic,26,0.6,15.6,Yes
2023-08-09,Amlodipine 5mg,Cardiac,30,0.76,22.8,Yes
2023-08-09,Omeprazole 20mg,Gastro,20,0.58,11.6,No
2023-08-09,Salbutamol Inhaler,Respiratory,34,3.79,128.86,Yes
2023-08-09,Vitamin C 1000mg,Supplement,18,0.38,6.84,No
2023-08-10,Paracetamol 500mg,Analgesic,27,0.25,6.75,No
2023-08-10,Ibuprofen 200mg,Analgesic,26,0.38,9.88,No
2023-08-10,Cetirizine 10mg,Antihistamine,24,0.32,7.68,No
2023-08-10,Amoxicillin 500mg,Antibiotic,34,0.81,27.54,Yes
2023-08-10,Azithromycin 250mg,Antibiotic,26,1.16,30.16,Yes
2023-08-10,Metformin 500mg,Antidiabetic,19,0.62,11.78,Yes
2023-08-10,Amlodipine 5mg,Cardiac,10,0.73,7.3,Yes
2023-08-10,Omeprazole 20mg,Gastro,23,0.59,13.57,No
2023-08-10,Salbutamol Inhaler,Respiratory,20,3.62,72.4,Yes
2023-08-10,Vitamin C 1000mg,Supplement,28,0.43,12.04,No
2023-08-11,Paracetamol 500mg,Analgesic,17,0.26,4.42,No
2023-08-11,Ibuprofen 200mg,Analgesic,26,0.34,8.84,No
2023-08-11,Cetirizine 10mg,Antihistamine,20,0.31,6.2,No
2023-08-11,Amoxicillin 500mg,Antibiotic,35,0.77,26.95,Yes
2023-08-11,Azithromycin 250mg,Antibiotic,23,1.16,26.68,Yes
2023-08-11,Metformin 500mg,Antidiabetic,31,0.63,19.53,Yes
2023-08-11,Amlodipine 5mg,Cardiac,32,0.73,23.36,Yes
2023-08-11,Omeprazole 20mg,Gastro,26,0.56,14.56,No
2023-08-11,Salbutamol Inhaler,Respiratory,22,3.36,73.92,Yes
2023-08-11,Vitamin C 1000mg,Supplement,31,0.4,12.4,No
2023-08-12,Paracetamol 500mg,Analgesic,15,0.24,3.6,No
2023-08-12,Ibuprofen 200mg,Analgesic,23,0.37,8.51,No
2023-08-12,Cetirizine 10mg,Antihistamine,22,0.3,6.6,No
2023-08-12,Amoxicillin 500mg,Antibiotic,29,0.78,22.62,Yes
2023-08-12,Azithromycin 250mg,Antibiotic,25,1.06,26.5,Yes
2023-08-12,Metformin 500mg,Antidiabetic,18,0.59,10.62,Yes
2023-08-12,Amlodipine 5mg,Cardiac,12,0.72,8.64,Yes
2023-08-12,Omeprazole 20mg,Gastro,26,0.59,15.34,No
2023-08-12,Salbutamol Inhaler,Respiratory,24,3.65,87.6,Yes
2023-08-12,Vitamin C 1000mg,Supplement,31,0.41,12.71,No
2023-08-13,Paracetamol 500mg,Analgesic,27,0.24,6.48,No
2023-08-13,Ibuprofen 200mg,Analgesic,14,0.36,5.04,No
2023-08-13,Cetirizine 10mg,Antihistamine,23,0.3,6.9,No
2023-08-13,Amoxicillin 500mg,Antibiotic,25,0.87,21.75,Yes
2023-08-13,Azithromycin 250mg,Antibiotic,27,1.17,31.59,Yes
2023-08-13,Metformin 500mg,Antidiabetic,28,0.57,15.96,Yes
2023-08-13,Amlodipine 5mg,Cardiac,17,0.69,11.73,Yes
2023-08-13,Omeprazole 20mg,Gastro,24,0.54,12.96,No
2023-08-13,Salbutamol Inhaler,Respiratory,24,3.76,90.24,Yes
2023-08-13,Vitamin C 1000mg,Supplement,27,0.43,11.61,No
2023-08-14,Paracetamol 500mg,Analgesic,28,0.26,7.28,No
2023-08-14,Ibuprofen 200mg,Analgesic,24,0.34,8.16,No
2023-08-14,Cetirizine 10mg,Antihistamine,38,0.3,11.4,No
